time,pedestrians,bicyclists,cars,buses,trucks,location,long,lat
2019-10-28T04:00:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T04:15:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T04:30:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T04:45:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T05:00:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T05:15:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T05:30:00Z,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T05:45:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T06:00:00Z,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T06:15:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T06:30:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T06:45:00Z,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T07:00:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T07:15:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T07:30:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T07:45:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T08:00:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T08:15:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T08:30:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T08:45:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T09:00:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T09:15:00Z,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T09:30:00Z,2,3,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T09:45:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T10:00:00Z,0,0,4,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T10:15:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T10:30:00Z,0,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T10:45:00Z,2,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T11:00:00Z,1,1,15,1,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T11:15:00Z,1,0,75,4,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T11:30:00Z,2,0,100,3,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T11:45:00Z,3,0,149,7,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T12:00:00Z,5,0,134,2,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T12:15:00Z,12,1,98,4,3,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T12:30:00Z,6,0,141,4,3,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T12:45:00Z,0,0,149,4,1,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T13:00:00Z,4,2,136,1,1,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T13:15:00Z,2,0,131,5,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T13:30:00Z,11,1,189,1,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T13:45:00Z,11,4,153,7,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T14:00:00Z,8,1,128,1,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T14:15:00Z,9,1,111,2,4,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T14:30:00Z,1,0,151,2,2,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T14:45:00Z,8,1,155,1,7,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T15:00:00Z,5,4,129,2,8,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T15:15:00Z,3,1,83,2,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T15:30:00Z,2,3,110,3,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T15:45:00Z,5,0,127,1,3,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T16:00:00Z,6,1,119,1,11,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T16:15:00Z,2,2,99,3,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T16:30:00Z,4,5,89,1,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T16:45:00Z,3,1,108,3,4,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T17:00:00Z,6,0,99,1,3,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T17:15:00Z,3,1,88,4,3,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T17:30:00Z,1,0,93,0,1,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T17:45:00Z,6,0,109,2,3,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T18:00:00Z,7,3,127,5,13,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T18:15:00Z,8,1,56,2,8,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T18:30:00Z,6,7,80,1,1,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T18:45:00Z,7,0,89,1,1,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T19:00:00Z,13,1,109,3,2,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T19:15:00Z,7,1,102,4,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T19:30:00Z,5,2,62,4,2,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T19:45:00Z,0,1,67,2,1,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T20:00:00Z,1,0,47,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T20:15:00Z,6,3,67,1,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T20:30:00Z,7,3,68,3,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T20:45:00Z,3,0,64,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T21:00:00Z,1,5,69,2,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T21:15:00Z,13,1,99,2,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T21:30:00Z,5,0,122,3,2,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T21:45:00Z,14,14,133,4,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T22:00:00Z,5,0,187,1,2,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T22:15:00Z,5,0,186,3,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T22:30:00Z,0,2,40,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T22:45:00Z,0,0,5,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T23:00:00Z,0,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T23:15:00Z,0,0,7,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T23:30:00Z,0,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-28T23:45:00Z,0,0,7,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T00:00:00Z,0,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T00:15:00Z,1,1,2,0,1,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T00:30:00Z,0,0,3,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T00:45:00Z,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T01:00:00Z,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T01:15:00Z,0,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T01:30:00Z,0,0,4,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T01:45:00Z,0,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T02:00:00Z,1,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T02:15:00Z,2,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T02:30:00Z,0,1,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T02:45:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T03:00:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T03:15:00Z,0,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T03:30:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T03:45:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T04:00:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T04:15:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T04:30:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T04:45:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T05:00:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T05:15:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T05:30:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T05:45:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T06:00:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T06:15:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T06:30:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T06:45:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T07:00:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T07:15:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T07:30:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T07:45:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T08:00:00Z,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T08:15:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T08:30:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T08:45:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T09:00:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T09:15:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T09:30:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T09:45:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T10:00:00Z,0,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T10:15:00Z,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T10:30:00Z,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T10:45:00Z,5,2,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T11:00:00Z,0,0,18,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T11:15:00Z,3,0,54,2,4,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T11:30:00Z,11,0,102,3,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T11:45:00Z,5,1,128,8,9,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T12:00:00Z,28,6,157,4,10,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T12:15:00Z,1,0,178,6,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T12:30:00Z,16,1,201,5,1,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T12:45:00Z,20,9,273,3,10,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T13:00:00Z,12,0,360,1,3,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T13:15:00Z,25,0,255,4,9,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T13:30:00Z,10,0,244,3,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T13:45:00Z,20,9,146,5,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T14:00:00Z,11,1,105,1,8,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T14:15:00Z,11,2,163,2,2,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T14:30:00Z,11,0,260,2,14,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T14:45:00Z,9,1,226,3,8,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T15:00:00Z,12,4,147,4,7,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T15:15:00Z,4,0,95,1,8,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T15:30:00Z,5,2,134,5,7,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T15:45:00Z,12,2,128,1,3,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T16:00:00Z,10,1,198,1,9,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T16:15:00Z,15,0,191,3,7,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T16:30:00Z,15,8,136,1,8,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T16:45:00Z,2,0,142,3,2,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T17:00:00Z,12,0,156,2,11,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T17:15:00Z,22,4,144,5,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T17:30:00Z,10,0,189,1,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T17:45:00Z,15,4,167,3,10,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T18:00:00Z,22,1,155,6,9,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T18:15:00Z,21,1,148,3,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T18:30:00Z,5,1,161,1,10,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T18:45:00Z,6,2,132,3,9,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T19:00:00Z,17,3,146,3,7,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T19:15:00Z,22,0,214,3,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T19:30:00Z,17,20,188,3,13,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T19:45:00Z,28,7,173,5,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T20:00:00Z,23,1,188,1,10,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T20:15:00Z,9,0,207,7,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T20:30:00Z,14,3,189,3,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T20:45:00Z,49,31,263,2,7,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T21:00:00Z,24,5,268,5,9,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T21:15:00Z,24,14,241,5,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T21:30:00Z,14,4,185,4,4,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T21:45:00Z,8,2,192,3,4,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T22:00:00Z,13,1,214,2,4,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T22:15:00Z,9,1,214,2,2,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T22:30:00Z,0,0,35,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T22:45:00Z,0,0,11,1,2,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T23:00:00Z,0,0,5,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T23:15:00Z,1,0,4,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T23:30:00Z,0,0,5,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-29T23:45:00Z,1,0,5,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T00:00:00Z,1,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T00:15:00Z,2,0,5,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T00:30:00Z,0,0,3,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T00:45:00Z,0,0,3,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T01:00:00Z,0,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T01:15:00Z,0,0,3,1,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T01:30:00Z,0,0,5,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T01:45:00Z,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T02:00:00Z,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T02:15:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T02:30:00Z,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T02:45:00Z,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T03:00:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T03:15:00Z,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T03:30:00Z,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T03:45:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T04:00:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T04:15:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T04:30:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T04:45:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T05:00:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T05:15:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T05:30:00Z,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T05:45:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T06:00:00Z,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T06:15:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T06:30:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T06:45:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T07:00:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T07:15:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T07:30:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T07:45:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T08:00:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T08:15:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T08:30:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T08:45:00Z,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T09:00:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T09:15:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T09:30:00Z,1,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T09:45:00Z,0,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T10:00:00Z,1,0,0,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T10:15:00Z,0,0,1,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T10:30:00Z,0,0,2,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T10:45:00Z,3,0,6,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T11:00:00Z,3,0,12,0,0,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T11:15:00Z,2,2,52,1,3,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T11:30:00Z,1,0,130,4,8,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T11:45:00Z,14,5,178,7,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T12:00:00Z,17,0,165,2,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T12:15:00Z,6,0,182,4,7,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T12:30:00Z,16,3,254,6,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T12:45:00Z,13,3,289,3,17,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T13:00:00Z,16,0,305,2,13,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T13:15:00Z,6,4,231,5,12,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T13:30:00Z,22,3,263,1,10,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T13:45:00Z,37,1,250,4,17,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T14:00:00Z,45,2,248,2,12,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T14:15:00Z,43,0,210,2,10,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T14:30:00Z,20,0,196,2,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T14:45:00Z,32,1,219,4,12,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T15:00:00Z,25,1,159,5,14,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T15:15:00Z,50,14,148,0,9,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T15:30:00Z,25,12,185,3,10,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T15:45:00Z,26,2,192,2,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T16:00:00Z,18,3,142,2,14,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T16:15:00Z,19,1,168,6,1,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T16:30:00Z,10,6,182,0,9,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T16:45:00Z,9,1,165,4,4,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T17:00:00Z,14,3,120,4,3,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T17:15:00Z,21,1,153,6,14,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T17:30:00Z,10,3,171,0,7,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T17:45:00Z,5,0,196,4,5,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T18:00:00Z,12,1,161,5,15,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T18:15:00Z,1,1,122,0,6,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T18:30:00Z,16,0,137,4,4,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T18:45:00Z,13,0,131,4,15,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
2019-10-30T19:00:00Z,18,9,209,4,10,Campus_Dr_&_Presidential_Dr,38.985006,-76.952683
